,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,100만명 당 환자수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 10도 미만,주 평균 기온(°C) 10도 이상 15도 미만,주 평균 기온(°C) 15도 이상 20도 미만,주 평균 기온(°C) 20도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
0,광주,2020,2,6.971428571428572,8.899999999999999,6.4,10.0,1.7571428571428573,0.009,2.0,0.048,0.05728571428571429,87.0,56.857142857142854,1,3,0,0,0,2,0,1,26.0,17.930267809238504,0,1,0,0,0,0,0,1,0
1,대구,2020,2,8.385714285714286,12.7,4.3,8.6,2.414285714285714,0.009,1.4428571428571428,0.04528571428571428,0.054285714285714284,98.28571428571429,71.42857142857143,0,0,1,0,0,1,5,0,56.0,23.15632254441672,1,0,0,0,0,0,0,1,0
2,대전,2020,2,8.442857142857143,9.2,5.5,5.2,1.4142857142857144,0.004571428571428572,1.1714285714285713,0.03514285714285714,0.04128571428571428,72.85714285714286,56.142857142857146,0,2,0,2,0,3,0,0,45.0,30.74018261034701,1,0,0,0,0,0,0,1,0
3,부산,2020,2,8.085714285714285,8.7,3.5,15.9,3.7285714285714286,0.010714285714285714,1.6714285714285713,0.04814285714285714,0.06928571428571428,110.85714285714286,77.71428571428571,0,1,0,0,0,2,3,1,66.0,19.457856935222434,0,1,0,0,0,0,0,1,0
4,서울,2020,2,6.171428571428572,3.1000000000000005,3.8000000000000003,6.3,2.642857142857143,0.014142857142857143,1.5571428571428572,0.04971428571428571,0.060142857142857144,94.57142857142857,69.14285714285714,0,2,0,0,0,1,1,3,258.0,26.684690899744687,1,0,0,0,0,0,0,1,0
5,울산,2020,2,9.057142857142855,10.2,6.0,6.4,2.357142857142857,0.034428571428571426,1.542857142857143,0.046142857142857145,0.05128571428571428,98.85714285714286,56.42857142857143,0,0,0,1,0,1,2,3,25.0,22.00671292771147,0,1,0,0,0,0,0,1,0
6,인천,2020,2,4.942857142857143,2.966666666666667,3.1,8.3,3.4285714285714284,0.013571428571428571,1.4142857142857144,0.04214285714285714,0.06514285714285714,88.28571428571429,64.14285714285714,1,2,0,0,0,0,0,4,72.0,24.466261704727565,1,0,0,0,0,0,0,1,0
7,광주,2020,3,7.6000000000000005,2.5999999999999996,1.7,4.5,1.4142857142857144,0.014714285714285716,1.5,0.049571428571428565,0.06242857142857143,96.57142857142857,70.57142857142857,1,4,0,0,0,0,0,2,32.0,22.068021919062772,1,0,0,0,0,0,0,1,0
8,대구,2020,3,9.257142857142856,2.0,2.6,7.2,2.1714285714285713,0.008571428571428572,1.2714285714285716,0.04357142857142857,0.061714285714285715,87.85714285714286,55.0,0,0,0,0,0,2,5,0,58.0,23.983334063860177,1,0,0,0,0,0,0,1,0
9,대전,2020,3,9.257142857142856,2.0,2.0,4.7,1.157142857142857,0.006714285714285714,1.1285714285714286,0.036571428571428574,0.047142857142857146,78.42857142857143,58.142857142857146,0,0,0,0,0,6,0,1,44.0,30.057067441228188,1,0,0,0,0,0,0,1,0
10,부산,2020,3,7.771428571428572,2.5,3.5,7.0,2.7714285714285714,0.013571428571428571,1.6142857142857143,0.048999999999999995,0.06942857142857142,109.57142857142857,71.28571428571429,0,0,0,0,0,0,2,5,65.0,19.163040921052396,1,0,0,0,0,0,0,1,0
11,서울,2020,3,7.985714285714286,2.4,3.6999999999999997,6.1,1.842857142857143,0.020571428571428574,1.5714285714285714,0.049571428571428565,0.06628571428571428,105.42857142857143,72.14285714285714,0,0,0,0,0,1,0,6,289.0,29.890990969093853,1,0,0,0,0,0,0,1,0
12,울산,2020,3,8.142857142857142,1.700000000000001,3.8,5.6,2.5,0.026857142857142857,1.3142857142857143,0.04014285714285715,0.05657142857142857,70.85714285714286,44.142857142857146,0,0,0,0,0,0,1,6,25.0,22.00671292771147,1,0,0,0,0,0,0,1,0
13,인천,2020,3,6.395238095238095,2.0000000000000004,3.2666666666666666,7.6,2.9285714285714284,0.015142857142857142,1.4714285714285715,0.047,0.07442857142857143,101.85714285714286,72.14285714285714,0,0,0,0,0,2,0,5,84.0,28.54397198884882,1,0,0,0,0,0,0,1,0
14,광주,2020,4,7.871428571428572,5.6000000000000005,5.300000000000001,4.6,1.2571428571428573,0.007857142857142858,1.3285714285714287,0.04814285714285714,0.06942857142857142,108.71428571428571,72.57142857142857,1,6,0,0,0,0,0,0,33.0,22.757647604033483,0,1,0,0,0,0,0,1,0
15,대구,2020,4,7.457142857142857,3.200000000000001,5.6,6.4,1.8142857142857143,0.008285714285714287,1.5571428571428572,0.04128571428571428,0.062,102.42857142857143,68.42857142857143,0,2,2,0,0,1,2,0,46.0,19.02126494719945,1,0,0,0,0,0,0,1,0
16,대전,2020,4,9.771428571428572,9.4,5.1,7.5,1.2857142857142858,0.0051428571428571435,1.2714285714285716,0.03542857142857143,0.049999999999999996,99.71428571428571,67.0,1,2,0,0,0,3,1,0,47.0,32.106412948584655,1,0,0,0,0,0,0,1,0
17,부산,2020,4,6.4142857142857155,5.800000000000001,4.7,6.5,2.642857142857143,0.012714285714285714,1.457142857142857,0.049428571428571426,0.06828571428571428,109.57142857142857,83.71428571428571,0,5,0,0,0,1,0,1,73.0,21.521569034412696,0,1,0,0,0,0,0,1,0
18,서울,2020,4,9.528571428571428,3.0999999999999996,5.5,6.1,1.9285714285714286,0.02114285714285714,1.7428571428571427,0.05185714285714286,0.07257142857142858,118.57142857142857,89.14285714285714,0,2,0,0,0,1,0,4,233.0,24.098965037366327,1,0,0,0,0,0,0,1,0
19,울산,2020,4,6.585714285714286,4.300000000000001,3.8,4.8,1.9857142857142858,0.03557142857142857,1.5142857142857142,0.04385714285714286,0.052142857142857144,81.85714285714286,45.0,0,1,0,0,0,0,1,5,20.0,17.605370342169174,0,1,0,0,0,0,0,1,0
20,인천,2020,4,7.747619047619048,4.266666666666666,4.2666666666666675,8.6,3.057142857142857,0.009999999999999998,1.542857142857143,0.045142857142857144,0.07028571428571428,105.0,78.0,1,1,1,0,0,0,0,4,66.0,22.42740656266693,1,0,0,0,0,0,0,1,0
21,광주,2020,5,7.071428571428571,4.1,1.7000000000000002,5.1,1.1285714285714286,0.008714285714285714,1.1142857142857143,0.05028571428571428,0.05485714285714286,90.14285714285714,64.42857142857143,0,1,0,0,2,2,1,1,26.0,17.930267809238504,0,1,0,0,0,0,0,1,0
22,대구,2020,5,7.357142857142857,2.5999999999999996,2.8,7.7,1.8,0.006571428571428571,1.342857142857143,0.04642857142857143,0.05771428571428572,71.57142857142857,50.57142857142857,0,4,0,0,0,0,2,1,51.0,21.088793745808086,0,1,0,0,0,0,0,1,0
23,대전,2020,5,7.571428571428571,2.3000000000000007,2.2,6.3,1.2714285714285716,0.004714285714285714,0.9142857142857144,0.04257142857142857,0.039714285714285716,63.142857142857146,43.42857142857143,1,0,2,1,0,1,2,0,40.0,27.324606764752897,1,0,0,0,0,0,0,1,0
24,부산,2020,5,7.657142857142857,3.0999999999999996,1.7999999999999998,9.5,2.9714285714285715,0.011428571428571429,1.2285714285714284,0.053285714285714283,0.055285714285714285,90.71428571428571,68.0,2,2,0,0,0,2,1,0,57.0,16.804512807692102,0,1,0,0,0,0,0,1,0
25,서울,2020,5,6.771428571428571,2.4000000000000004,5.0,7.0,2.414285714285714,0.023428571428571427,1.4428571428571428,0.05142857142857143,0.05542857142857143,82.14285714285714,58.57142857142857,0,3,0,0,0,2,0,2,230.0,23.788677933880923,1,0,0,0,0,0,0,1,0
26,울산,2020,5,6.785714285714286,3.0,0.7000000000000002,6.8,2.7714285714285714,0.037571428571428575,1.157142857142857,0.048428571428571425,0.04857142857142858,57.714285714285715,37.57142857142857,1,0,0,0,0,0,1,5,31.0,27.288324030362222,0,1,0,0,0,0,0,1,0
27,인천,2020,5,5.923809523809524,2.0666666666666673,4.866666666666666,8.1,3.085714285714286,0.008857142857142857,1.2142857142857142,0.048857142857142856,0.055285714285714285,73.28571428571429,51.57142857142857,0,2,0,0,0,1,1,3,85.0,28.883781179192262,1,0,0,0,0,0,0,1,0
28,광주,2020,6,8.814285714285715,2.3999999999999995,4.1,5.1,1.5857142857142856,0.013,1.3857142857142857,0.048857142857142856,0.05485714285714286,67.42857142857143,51.285714285714285,4,2,0,0,0,1,0,0,21.0,14.482139384384944,1,0,0,0,0,0,0,1,0
29,대구,2020,6,9.985714285714286,4.1,4.800000000000001,7.0,2.7285714285714286,0.008285714285714287,1.2714285714285716,0.04442857142857143,0.057571428571428565,71.14285714285714,50.857142857142854,0,0,0,0,0,0,6,1,57.0,23.569828304138447,1,0,0,0,0,0,0,1,0
30,대전,2020,6,10.914285714285715,4.0,5.5,4.7,1.4428571428571428,0.0054285714285714284,0.8142857142857143,0.04157142857142857,0.04,59.57142857142857,46.0,0,1,1,0,0,5,0,0,54.0,36.88821913241641,1,0,0,0,0,0,0,1,0
31,부산,2020,6,9.171428571428573,3.3000000000000007,7.1,8.9,3.1142857142857143,0.008428571428571428,1.0571428571428572,0.048428571428571425,0.05385714285714286,80.0,56.142857142857146,0,0,0,0,0,0,2,5,75.0,22.111201062752766,1,0,0,0,0,0,1,0,0
32,서울,2020,6,8.457142857142857,5.300000000000001,4.9,6.2,2.585714285714286,0.01757142857142857,1.2571428571428573,0.05385714285714286,0.061285714285714284,86.28571428571429,65.85714285714286,0,0,0,0,0,2,1,4,249.0,25.753829589288475,1,0,0,0,0,0,0,1,0
33,울산,2020,6,9.414285714285715,4.3999999999999995,5.8,5.1,2.6,0.020714285714285713,1.5,0.045714285714285714,0.05342857142857143,63.57142857142857,39.42857142857143,0,0,0,0,0,0,2,5,38.0,33.45020365012143,1,0,0,0,0,0,0,1,0
34,인천,2020,6,7.285714285714286,4.300000000000001,4.2333333333333325,8.5,3.6,0.008,1.2857142857142858,0.04471428571428571,0.055,76.42857142857143,52.42857142857143,1,0,0,0,0,1,0,5,67.0,22.767215753010372,1,0,0,0,0,0,0,1,0
35,광주,2020,7,10.428571428571429,8.3,8.4,5.5,1.2,0.014,1.8,0.05971428571428571,0.06685714285714286,119.71428571428571,86.14285714285714,0,0,0,2,2,2,0,1,38.0,26.205776028887044,0,1,0,0,0,0,0,1,0
36,대구,2020,7,10.728571428571428,5.800000000000001,8.9,8.6,2.2285714285714286,0.01,1.4428571428571428,0.05257142857142857,0.06757142857142857,103.57142857142857,72.14285714285714,0,0,2,2,0,1,1,1,62.0,25.637357102747085,0,1,0,0,0,0,0,1,0
37,대전,2020,7,10.842857142857143,4.8,7.4,5.0,1.2714285714285711,0.004571428571428572,1.1,0.046285714285714284,0.052,103.57142857142857,72.57142857142857,0,2,0,3,0,2,0,0,55.0,37.57133430153524,0,1,0,0,0,0,0,1,0
38,부산,2020,7,9.042857142857143,3.299999999999999,5.5,9.8,2.914285714285714,0.010285714285714285,1.4428571428571428,0.058,0.07657142857142858,112.57142857142857,91.85714285714286,0,1,0,1,0,3,1,1,49.0,14.445984694331809,0,0,1,0,0,0,0,1,0
39,서울,2020,7,9.114285714285714,6.0,7.0,6.6,2.157142857142857,0.013857142857142858,1.6714285714285713,0.058857142857142865,0.08085714285714286,128.42857142857142,101.14285714285714,0,3,0,0,2,1,0,1,258.0,26.684690899744687,0,1,0,0,0,0,0,1,0
40,울산,2020,7,9.857142857142858,4.0,7.5,4.9,1.8714285714285714,0.044,1.8285714285714287,0.05385714285714286,0.05685714285714286,92.71428571428571,60.714285714285715,0,2,0,1,1,0,0,3,14.0,12.323759239518422,0,1,0,0,0,0,0,1,0
41,인천,2020,7,7.809523809523809,4.766666666666667,4.2,8.2,2.6,0.010857142857142857,1.9857142857142858,0.04971428571428571,0.075,109.57142857142857,89.42857142857143,0,1,0,0,1,2,0,3,76.0,25.825498466101315,1,0,0,0,0,0,0,1,0
42,광주,2020,8,10.4,6.3,4.1,5.2,1.4714285714285715,0.010714285714285714,1.2571428571428573,0.056,0.058,107.42857142857143,64.14285714285714,1,2,0,1,1,1,1,0,28.0,19.309519179179922,1,0,0,0,0,0,0,1,0
43,대구,2020,8,11.485714285714284,6.1000000000000005,4.800000000000001,9.2,3.042857142857143,0.006857142857142858,0.9428571428571428,0.05242857142857143,0.05585714285714286,99.42857142857143,54.714285714285715,0,0,0,1,0,2,4,0,51.0,21.088793745808086,1,0,0,0,0,0,0,1,0
44,대전,2020,8,11.457142857142857,5.0,3.2,5.9,1.5857142857142856,0.005571428571428572,0.8714285714285713,0.047285714285714285,0.045714285714285714,78.14285714285714,49.57142857142857,0,3,1,0,0,3,0,0,54.0,36.88821913241641,1,0,0,0,0,0,0,1,0
45,부산,2020,8,9.971428571428572,4.9,4.6,14.2,3.585714285714286,0.009,1.3,0.05614285714285715,0.06142857142857143,99.28571428571429,71.71428571428571,0,0,0,1,0,3,1,2,61.0,17.98377686437225,0,1,0,0,0,0,0,1,0
46,서울,2020,8,8.885714285714286,5.2,3.9000000000000004,8.2,2.442857142857143,0.012142857142857141,1.5142857142857142,0.05685714285714286,0.061714285714285715,116.0,67.42857142857143,0,0,0,0,0,3,2,2,244.0,25.236684416812803,1,0,0,0,0,0,0,1,0
47,울산,2020,8,10.914285714285715,4.8,4.7,5.6,2.3714285714285714,0.029714285714285717,1.542857142857143,0.054714285714285715,0.056,82.71428571428571,42.285714285714285,0,0,1,1,0,1,1,3,27.0,23.76724996192839,0,1,0,0,0,0,0,1,0
48,인천,2020,8,7.0809523809523816,4.633333333333334,4.199999999999999,9.9,3.471428571428571,0.008142857142857143,1.5,0.050571428571428566,0.06542857142857143,95.71428571428571,64.71428571428571,0,0,0,1,0,3,1,2,71.0,24.126452514384123,1,0,0,0,0,0,0,1,0
49,광주,2020,9,9.571428571428571,6.6,9.6,3.9,1.2714285714285716,0.015142857142857144,1.3142857142857145,0.05185714285714286,0.05771428571428571,73.71428571428571,52.285714285714285,0,1,0,2,1,2,1,0,24.0,16.55101643929708,0,1,0,0,0,0,0,1,0
50,대구,2020,9,8.671428571428573,5.199999999999999,6.9,6.7,1.8857142857142857,0.007571428571428571,1.0,0.04585714285714286,0.055,61.714285714285715,42.57142857142857,0,0,3,2,0,0,2,0,29.0,11.991667031930088,0,1,0,0,0,0,0,1,0
51,대전,2020,9,8.857142857142858,6.2,8.5,4.6,1.1857142857142857,0.004285714285714286,0.7428571428571429,0.04157142857142857,0.046285714285714284,67.0,44.714285714285715,0,4,2,0,0,1,0,0,32.0,21.859685411802317,0,1,0,0,0,0,0,1,0
52,부산,2020,9,6.685714285714285,4.1,4.4,7.6,2.7857142857142856,0.009714285714285715,1.4285714285714286,0.05342857142857143,0.05771428571428572,77.85714285714286,60.42857142857143,0,5,1,0,0,1,0,0,51.0,15.035616722671882,0,1,0,0,0,0,0,1,0
53,서울,2020,9,7.514285714285714,7.1,3.9000000000000004,6.8,2.142857142857143,0.016571428571428574,1.2285714285714284,0.052142857142857144,0.064,87.28571428571429,56.57142857142857,0,1,0,0,0,5,0,1,205.0,21.20295207150256,0,1,0,0,0,0,0,1,0
54,울산,2020,9,7.928571428571429,6.5,5.199999999999999,4.2,1.842857142857143,0.02428571428571429,1.1142857142857143,0.049999999999999996,0.04542857142857143,52.57142857142857,32.285714285714285,1,1,0,0,0,2,0,3,11.0,9.682953688193047,0,1,0,0,0,0,0,1,0
55,인천,2020,9,6.114285714285714,4.733333333333333,3.3,7.4,2.7714285714285714,0.0071428571428571435,1.0714285714285714,0.048285714285714286,0.06457142857142857,78.0,56.857142857142854,2,2,0,1,0,1,0,1,64.0,21.747788181980056,0,1,0,0,0,0,0,1,0
56,광주,2020,10,10.557142857142859,10.5,5.6,5.3,1.4857142857142858,0.013714285714285715,1.0571428571428572,0.055142857142857146,0.061857142857142854,79.42857142857143,59.714285714285715,3,2,0,1,1,0,0,0,24.0,16.55101643929708,0,1,0,0,0,0,0,1,0
57,대구,2020,10,10.928571428571429,5.800000000000001,4.4,8.6,2.642857142857143,0.0071428571428571435,0.9142857142857144,0.054142857142857145,0.057,73.28571428571429,50.857142857142854,0,0,1,1,0,2,2,1,42.0,17.36724190831254,0,1,0,0,0,0,0,1,0
58,대전,2020,10,12.271428571428572,8.000000000000002,6.1,6.4,1.4714285714285715,0.0054285714285714284,0.8428571428571429,0.05185714285714286,0.04428571428571428,79.71428571428571,53.285714285714285,0,3,0,0,0,4,0,0,41.0,28.00772193387172,0,1,0,0,0,0,0,1,0
59,부산,2020,10,9.371428571428572,4.599999999999998,3.5,9.6,2.9857142857142853,0.012,1.1714285714285713,0.059000000000000004,0.06557142857142857,102.71428571428571,70.71428571428571,0,2,0,0,1,3,0,1,57.0,16.804512807692102,0,1,0,0,0,0,0,1,0
60,서울,2020,10,10.414285714285713,4.1,3.8,6.8,2.3857142857142857,0.013,1.1714285714285713,0.06457142857142857,0.06742857142857142,98.71428571428571,66.71428571428571,0,0,0,0,1,4,1,1,186.0,19.237800416095006,1,0,0,0,0,0,0,1,0
61,울산,2020,10,10.62857142857143,3.9000000000000004,3.1999999999999997,5.5,2.1,0.02842857142857143,1.3142857142857143,0.05642857142857143,0.053714285714285714,65.14285714285714,45.142857142857146,0,2,1,0,0,0,2,2,18.0,15.844833307952257,0,1,0,0,0,0,0,1,0
62,인천,2020,10,8.461904761904762,3.2,3.7999999999999994,10.1,2.9714285714285715,0.007714285714285714,1.3857142857142857,0.05685714285714286,0.06942857142857142,94.42857142857143,74.0,0,0,0,0,0,3,0,4,56.0,19.029314659232547,1,0,0,0,0,0,0,1,0
63,광주,2020,11,10.071428571428571,7.300000000000001,4.5,7.2,1.8428571428571427,0.008857142857142857,1.042857142857143,0.05942857142857143,0.05557142857142857,93.85714285714286,63.714285714285715,3,1,0,0,0,2,0,1,31.0,21.37839623409206,0,1,0,0,0,0,0,1,0
64,대구,2020,11,10.971428571428572,5.900000000000002,4.7,10.0,3.085714285714286,0.010285714285714285,0.7428571428571429,0.05857142857142857,0.054142857142857145,81.85714285714286,48.142857142857146,0,0,0,1,0,0,6,0,43.0,17.78074766803427,0,1,0,0,0,0,0,1,0
65,대전,2020,11,11.9,6.0,3.2,7.0,1.8571428571428572,0.004714285714285714,0.6857142857142857,0.04971428571428571,0.039142857142857146,85.85714285714286,47.285714285714285,0,1,1,0,0,5,0,0,36.0,24.59214608827761,0,1,0,0,0,0,0,1,0
66,부산,2020,11,8.428571428571429,2.5,4.9,11.2,3.357142857142857,0.01,0.9142857142857144,0.05971428571428571,0.05542857142857143,104.71428571428571,69.57142857142857,0,1,0,0,0,5,1,0,60.0,17.688960850202214,0,1,0,0,0,0,0,1,0
67,서울,2020,11,10.028571428571428,5.0,2.9000000000000004,7.8,2.9,0.012714285714285714,1.1285714285714286,0.06142857142857143,0.06028571428571428,104.42857142857143,68.71428571428571,0,0,0,0,0,2,1,4,247.0,25.546971520298207,0,1,0,0,0,0,0,1,0
68,울산,2020,11,9.471428571428572,5.1,3.9000000000000004,5.7,2.414285714285714,0.037714285714285714,1.3857142857142857,0.05642857142857143,0.047285714285714285,68.14285714285714,36.57142857142857,0,0,1,0,0,1,2,3,29.0,25.527786996145302,0,1,0,0,0,0,0,1,0
69,인천,2020,11,7.928571428571429,3.500000000000001,2.5,12.2,4.385714285714285,0.007571428571428571,1.4142857142857144,0.054,0.05971428571428571,99.28571428571429,69.85714285714286,0,0,0,0,0,2,0,5,67.0,22.767215753010372,0,1,0,0,0,0,0,1,0
70,광주,2020,12,13.214285714285714,6.400000000000002,4.4,7.9,2.0571428571428574,0.01542857142857143,1.3571428571428572,0.073,0.055,119.85714285714286,51.42857142857143,0,1,0,0,2,4,0,0,39.0,26.89540171385775,0,0,1,0,0,0,0,1,0
71,대구,2020,12,14.885714285714286,6.799999999999997,2.7,10.6,2.6714285714285713,0.010714285714285714,0.9428571428571428,0.072,0.05657142857142857,115.71428571428571,48.285714285714285,0,0,1,0,0,1,5,0,59.0,24.396839823581903,0,0,1,0,0,0,0,1,0
72,대전,2020,12,13.014285714285714,7.300000000000001,4.4,6.4,2.0142857142857147,0.004571428571428572,0.6,0.06328571428571429,0.04414285714285714,108.28571428571429,42.857142857142854,0,0,4,1,1,1,0,0,47.0,32.106412948584655,0,0,1,0,0,0,0,1,0
73,부산,2020,12,9.142857142857142,4.1,4.9,13.3,5.314285714285715,0.008571428571428572,0.9857142857142858,0.06942857142857142,0.05585714285714286,132.71428571428572,60.857142857142854,0,0,0,0,3,4,0,0,64.0,18.868224906882364,0,0,1,0,0,0,0,1,0
74,서울,2020,12,10.557142857142859,5.5,5.2,8.2,2.8000000000000003,0.015,1.0571428571428572,0.073,0.05971428571428571,140.28571428571428,57.42857142857143,0,0,0,0,0,5,1,1,253.0,26.167545727269015,0,1,0,0,0,0,0,1,0
75,울산,2020,12,12.7,6.899999999999999,2.5,7.1,2.7857142857142856,0.031857142857142855,1.5,0.07171428571428572,0.05542857142857143,123.14285714285714,70.42857142857143,0,1,0,0,1,3,1,1,24.0,21.12644441060301,0,0,1,0,0,0,0,1,0
76,인천,2020,12,7.995238095238094,3.733333333333335,6.833333333333333,12.2,4.128571428571428,0.009714285714285715,0.9571428571428572,0.06571428571428571,0.06571428571428571,103.71428571428571,56.0,1,0,0,1,1,3,0,1,63.0,21.407978991636615,0,1,0,0,0,0,0,1,0
77,광주,2020,13,11.6,5.999999999999998,4.3999999999999995,4.8,1.5,0.016285714285714285,1.0857142857142856,0.06657142857142857,0.06085714285714285,88.42857142857143,50.714285714285715,0,3,0,1,0,3,0,0,40.0,27.585027398828462,0,0,1,0,0,0,0,1,0
78,대구,2020,13,11.842857142857142,3.3000000000000007,6.200000000000001,7.4,2.157142857142857,0.0064285714285714285,0.7428571428571429,0.059571428571428574,0.05442857142857143,89.0,50.285714285714285,0,3,0,2,0,0,1,1,44.0,18.194253427755996,0,0,1,0,0,0,0,1,0
79,대전,2020,13,13.37142857142857,4.299999999999999,5.2,4.8,1.3,0.005,0.7000000000000001,0.05957142857142857,0.03785714285714286,91.14285714285714,51.285714285714285,0,1,4,0,0,2,0,0,55.0,37.57133430153524,0,0,1,0,0,0,0,1,0
80,부산,2020,13,7.2285714285714295,2.599999999999998,4.5,7.9,2.757142857142857,0.009285714285714286,0.9000000000000001,0.06814285714285714,0.06,112.85714285714286,71.85714285714286,0,2,1,1,0,3,0,0,67.0,19.752672949392473,0,0,1,0,0,0,0,1,0
81,서울,2020,13,11.714285714285714,3.3000000000000007,2.0,5.8,2.2857142857142856,0.011714285714285715,1.0142857142857142,0.074,0.06357142857142857,120.85714285714286,59.142857142857146,0,0,0,1,1,1,1,3,238.0,24.616110209842,0,0,1,0,0,0,1,0,0
82,울산,2020,13,8.714285714285714,2.6000000000000014,3.5999999999999996,4.7,2.1285714285714286,0.04157142857142857,1.4142857142857144,0.05642857142857143,0.047714285714285716,92.14285714285714,44.0,2,2,0,1,1,0,0,1,17.0,14.964564790843799,0,0,1,0,0,0,0,1,0
83,인천,2020,13,8.961904761904762,2.900000000000002,2.166666666666667,9.5,3.4285714285714284,0.009857142857142858,1.2142857142857142,0.06942857142857142,0.08271428571428571,108.57142857142857,68.28571428571429,1,0,0,1,0,2,0,3,63.0,21.407978991636615,0,1,0,0,0,0,0,1,0
84,광주,2020,14,12.87142857142857,2.1999999999999993,5.9,4.3,1.457142857142857,0.017285714285714286,1.3285714285714287,0.06914285714285714,0.056,133.0,55.714285714285715,1,1,0,0,1,0,4,0,36.0,24.82652465894562,0,0,1,0,0,0,0,1,0
85,대구,2020,14,14.171428571428573,3.9000000000000004,4.4,8.2,2.1285714285714286,0.007285714285714286,0.8142857142857143,0.07057142857142858,0.05614285714285715,116.28571428571429,45.57142857142857,0,1,2,0,0,0,1,3,51.0,21.088793745808086,0,0,1,0,0,0,0,1,0
86,대전,2020,14,14.885714285714286,2.6000000000000014,5.3,6.7,1.6285714285714286,0.005857142857142858,0.6714285714285715,0.06999999999999999,0.037,98.85714285714286,45.57142857142857,0,0,0,1,0,6,0,0,42.0,28.69083710299054,0,0,1,0,0,0,0,1,0
87,부산,2020,14,8.714285714285714,2.900000000000002,2.3999999999999995,9.1,3.2857142857142856,0.01,0.8714285714285713,0.07285714285714286,0.05985714285714285,146.71428571428572,72.14285714285714,0,1,1,1,3,1,0,0,87.0,25.64899323279321,0,0,1,0,0,0,0,1,0
88,서울,2020,14,11.585714285714285,1.7000000000000028,3.0,7.3,2.6714285714285713,0.011,1.0285714285714287,0.07414285714285715,0.06271428571428571,180.28571428571428,62.0,0,0,0,0,0,5,2,0,285.0,29.477274831113313,0,1,0,0,0,0,1,0,0
89,울산,2020,14,11.428571428571429,2.9000000000000004,4.3,6.4,2.142857142857143,0.03271428571428571,1.1142857142857143,0.07357142857142858,0.05114285714285714,95.71428571428571,48.0,1,2,1,1,1,0,0,1,19.0,16.725101825060715,0,0,1,0,0,0,0,1,0
90,인천,2020,14,8.714285714285714,1.4000000000000004,2.333333333333335,9.9,3.5714285714285716,0.009142857142857144,1.042857142857143,0.06814285714285714,0.07457142857142858,117.71428571428571,61.857142857142854,1,0,0,0,0,3,1,2,87.0,29.563399559879134,0,1,0,0,0,0,0,1,0
91,광주,2020,15,10.985714285714286,4.799999999999999,4.4,5.5,1.3714285714285714,0.011571428571428571,0.9285714285714286,0.07271428571428572,0.05085714285714286,86.0,45.285714285714285,1,1,0,0,1,2,0,2,36.0,24.82652465894562,0,1,0,0,0,0,0,1,0
92,대구,2020,15,11.228571428571428,2.8000000000000007,7.2,9.9,2.5714285714285716,0.0071428571428571435,0.6857142857142857,0.07142857142857142,0.05642857142857143,95.42857142857143,47.285714285714285,0,1,1,1,0,2,0,2,68.0,28.11839166107745,0,0,1,0,0,0,0,1,0
93,대전,2020,15,13.571428571428571,2.6000000000000014,3.6,7.6,1.7428571428571427,0.005,0.6428571428571429,0.0642857142857143,0.03528571428571429,86.28571428571429,43.714285714285715,0,1,1,1,0,4,0,0,59.0,40.30379497801052,0,1,0,0,0,0,0,1,0
94,부산,2020,15,7.671428571428572,5.500000000000002,2.2,8.8,3.242857142857143,0.008142857142857143,0.8857142857142858,0.076,0.052142857142857144,108.0,54.0,0,2,0,1,4,0,0,0,86.0,25.354177218623175,0,0,1,0,0,0,0,1,0
95,서울,2020,15,10.771428571428572,2.400000000000002,3.1,7.4,2.8428571428571425,0.009857142857142858,0.9142857142857144,0.07971428571428571,0.057,125.28571428571429,60.857142857142854,0,1,0,0,0,4,1,1,276.0,28.546413520657104,0,1,0,0,0,0,0,1,0
96,울산,2020,15,10.357142857142858,3.8000000000000007,5.199999999999999,5.7,2.3428571428571425,0.04014285714285715,1.1142857142857143,0.071,0.05085714285714286,88.28571428571429,44.857142857142854,0,2,1,1,0,0,1,2,22.0,19.365907376386094,0,0,1,0,0,0,0,1,0
97,인천,2020,15,8.10952380952381,2.9999999999999964,2.666666666666667,9.1,3.6142857142857143,0.007285714285714285,0.8285714285714285,0.07471428571428572,0.057857142857142864,92.57142857142857,50.0,0,1,0,0,0,5,0,1,90.0,30.58282713090945,0,1,0,0,0,0,0,1,0
98,광주,2020,16,11.299999999999999,6.599999999999998,3.5,5.7,1.7,0.015714285714285715,1.3285714285714287,0.07614285714285715,0.05714285714285715,89.0,50.0,1,2,0,2,0,2,0,0,32.0,22.068021919062772,0,0,1,0,0,0,0,1,0
