,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,100만명 당 환자수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 10도 미만,주 평균 기온(°C) 10도 이상 15도 미만,주 평균 기온(°C) 15도 이상 20도 미만,주 평균 기온(°C) 20도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
593,울산,2021,35,5.742857142857143,2.5,1.3000000000000007,3.8,1.7428571428571427,0.021714285714285714,0.8571428571428571,0.06371428571428571,0.040999999999999995,56.857142857142854,42.857142857142854,2,3,0,0,1,0,0,1,23.0,20.506565667372804,0,0,0,0,1,0,0,0,1
594,인천,2021,35,6.185714285714288,1.7999999999999972,1.7333333333333272,7.2,2.5714285714285716,0.005857142857142858,0.8285714285714285,0.07728571428571429,0.044,46.285714285714285,26.285714285714285,1,3,2,0,0,1,0,0,82.0,27.81193030058931,0,0,0,0,1,0,0,1,0
595,광주,2021,36,7.414285714285714,4.400000000000002,2.6999999999999993,5.2,1.0,0.013,1.2714285714285716,0.08214285714285714,0.03785714285714286,51.57142857142857,29.142857142857142,4,1,0,0,2,0,0,0,39.0,27.05306771382849,0,0,0,0,1,0,0,0,1
596,대구,2021,36,8.928571428571429,4.599999999999998,1.5,7.0,1.4285714285714286,0.008428571428571428,0.7285714285714285,0.08299999999999999,0.04642857142857143,69.42857142857143,41.857142857142854,0,1,1,0,0,0,1,4,75.0,31.44110954417937,0,0,0,0,1,0,0,1,0
597,대전,2021,36,8.042857142857143,2.8999999999999986,2.6999999999999993,5.8,1.2142857142857142,0.004571428571428572,0.7142857142857143,0.06642857142857142,0.027,42.714285714285715,26.714285714285715,0,2,0,1,0,3,0,1,62.0,42.692344505185396,0,0,0,0,1,0,0,0,1
598,부산,2021,36,5.771428571428572,3.8999999999999986,0.8999999999999986,7.6,2.4,0.007714285714285714,0.6285714285714287,0.10428571428571429,0.049571428571428565,70.42857142857143,43.142857142857146,0,2,0,1,0,2,0,2,66.0,19.699257994615536,0,0,0,0,1,0,0,1,0
599,서울,2021,36,8.442857142857141,6.0,1.3999999999999986,5.6,2.0142857142857142,0.01257142857142857,0.8714285714285716,0.0962857142857143,0.047857142857142855,63.142857142857146,41.714285714285715,1,2,0,0,0,1,1,2,255.0,26.815408407082717,0,0,0,0,1,0,0,1,0
600,울산,2021,36,7.4,3.1999999999999993,1.3000000000000007,4.2,1.6428571428571428,0.033428571428571426,1.3571428571428572,0.07728571428571429,0.040857142857142856,62.142857142857146,45.0,0,4,0,0,1,1,1,0,27.0,24.072924913872427,0,0,0,0,1,0,0,0,1
601,인천,2021,36,6.895238095238095,2.93333333333333,0.9333333333333371,6.2,2.542857142857143,0.0074285714285714285,0.7714285714285715,0.088,0.04485714285714286,57.857142857142854,34.714285714285715,0,0,1,1,0,3,0,2,99.0,33.57781828973587,0,0,0,0,1,0,0,0,1
602,광주,2021,37,7.871428571428572,3.6999999999999993,1.6000000000000014,5.6,2.2714285714285714,0.007714285714285714,0.7000000000000001,0.06414285714285714,0.032857142857142856,39.42857142857143,24.285714285714285,0,5,0,0,2,0,0,0,45.0,31.21507813134056,0,0,0,0,1,0,0,1,0
603,대구,2021,37,7.000000000000001,4.0,2.6999999999999993,7.6,2.8428571428571425,0.004285714285714286,0.6,0.062,0.031142857142857142,41.857142857142854,21.571428571428573,0,4,3,0,0,0,0,0,77.0,32.279539132024155,0,0,0,0,1,0,0,1,0
604,대전,2021,37,8.085714285714285,5.600000000000001,1.5999999999999979,7.1,2.4,0.004,0.5428571428571428,0.05085714285714286,0.02342857142857143,29.285714285714285,16.571428571428573,0,0,0,6,1,0,0,0,71.0,48.88962032045425,0,0,0,0,1,0,0,1,0
605,부산,2021,37,4.928571428571429,3.900000000000002,0.6000000000000014,8.8,3.5,0.006571428571428571,0.5714285714285714,0.06442857142857143,0.04914285714285714,58.0,34.857142857142854,0,7,0,0,0,0,0,0,67.0,19.99773160059456,0,0,0,0,1,0,0,1,0
606,서울,2021,37,9.042857142857143,1.6000000000000014,2.5,5.9,2.5285714285714285,0.011714285714285715,0.7857142857142857,0.07242857142857143,0.04214285714285714,56.42857142857143,26.285714285714285,0,5,0,1,0,0,1,0,339.0,35.64871941176879,0,0,0,0,1,0,0,1,0
607,울산,2021,37,4.3428571428571425,3.6999999999999993,1.8999999999999986,5.7,2.6285714285714286,0.033428571428571426,0.6,0.04985714285714286,0.03142857142857143,48.285714285714285,27.857142857142858,2,3,0,0,0,0,0,2,19.0,16.940206420873185,0,0,0,0,1,0,0,0,1
608,인천,2021,37,7.780952380952381,0.8666666666666636,1.5666666666666664,6.8,2.857142857142857,0.0054285714285714284,0.7000000000000001,0.07942857142857143,0.047,39.714285714285715,22.142857142857142,0,3,1,1,0,1,0,1,86.0,29.168609827447323,0,0,0,0,1,0,0,1,0
609,광주,2021,38,8.928571428571429,3.0,1.7000000000000028,5.5,1.5142857142857142,0.0071428571428571435,0.8571428571428571,0.0672857142857143,0.027714285714285716,39.57142857142857,25.0,2,3,0,2,0,0,0,0,35.0,24.278394102153772,0,0,0,0,1,0,0,0,1
610,대구,2021,38,8.62857142857143,3.1000000000000014,3.3999999999999986,6.5,2.0142857142857147,0.004285714285714286,0.6857142857142857,0.06342857142857143,0.032285714285714286,59.285714285714285,22.285714285714285,0,1,3,1,0,1,1,0,41.0,17.187806550818056,0,0,0,0,1,0,0,1,0
611,대전,2021,38,8.757142857142856,1.6999999999999993,3.0,6.2,1.9285714285714286,0.004,0.5571428571428572,0.055285714285714285,0.016142857142857143,30.571428571428573,19.714285714285715,0,0,0,4,0,2,0,1,34.0,23.411930857682314,0,0,0,0,1,0,0,1,0
612,부산,2021,38,6.585714285714287,2.3000000000000007,1.5,9.4,3.257142857142857,0.0051428571428571435,0.6142857142857142,0.06628571428571428,0.03785714285714286,47.142857142857146,31.857142857142858,0,4,0,0,0,3,0,0,48.0,14.326733086993118,0,0,0,0,1,0,0,1,0
613,서울,2021,38,8.314285714285715,4.199999999999999,2.0,7.1,2.5,0.010714285714285714,0.8,0.08142857142857142,0.038142857142857145,50.0,33.0,0,3,0,1,0,1,0,2,205.0,21.557485190007675,0,0,0,0,1,0,0,1,0
614,울산,2021,38,6.557142857142857,2.099999999999998,3.5,5.1,2.2142857142857144,0.025714285714285714,1.1142857142857143,0.05657142857142857,0.032285714285714286,44.285714285714285,33.0,1,3,0,0,2,0,1,0,14.0,12.482257362748664,0,0,0,0,1,0,0,1,0
615,인천,2021,38,6.8619047619047615,2.599999999999998,2.466666666666665,7.4,3.1142857142857143,0.005285714285714287,0.7142857142857143,0.06942857142857142,0.032285714285714286,33.857142857142854,18.857142857142858,0,2,0,3,0,1,0,1,65.0,22.046042311442744,0,0,0,0,1,0,0,1,0
616,광주,2021,39,9.457142857142856,5.899999999999999,1.6999999999999993,4.6,1.1714285714285713,0.009857142857142858,1.2857142857142858,0.08,0.039714285714285716,54.57142857142857,33.42857142857143,0,1,0,2,2,2,0,0,50.0,34.68342014593396,0,0,0,0,1,0,0,0,1
617,대구,2021,39,10.071428571428571,1.8999999999999986,1.9999999999999982,5.1,1.5285714285714285,0.0054285714285714284,0.7000000000000001,0.07757142857142858,0.04371428571428571,52.142857142857146,32.57142857142857,0,0,3,2,0,0,1,1,76.0,31.860324338101762,0,0,0,0,1,0,0,1,0
618,대전,2021,39,9.428571428571429,3.900000000000002,1.6999999999999993,4.7,1.2714285714285716,0.0041428571428571434,0.6285714285714287,0.06314285714285714,0.029,46.285714285714285,26.285714285714285,1,1,0,2,0,3,0,0,68.0,46.82386171536463,0,0,0,0,1,0,0,0,1
619,부산,2021,39,7.271428571428572,1.5,1.5,7.7,2.4285714285714284,0.007,0.6857142857142857,0.076,0.04814285714285715,60.0,44.0,0,2,0,2,0,2,0,1,71.0,21.191626024510654,0,0,0,0,1,0,0,1,0
620,서울,2021,39,8.157142857142857,4.5,0.9000000000000021,10.6,1.957142857142857,0.013571428571428571,0.9428571428571428,0.08085714285714286,0.05028571428571428,54.857142857142854,34.57142857142857,0,0,0,3,0,3,1,0,297.0,31.232063909425754,0,0,0,0,1,0,0,1,0
621,울산,2021,39,8.37142857142857,3.3999999999999986,1.5,4.8,1.5571428571428572,0.02742857142857143,1.0714285714285714,0.07328571428571429,0.038714285714285715,55.0,44.42857142857143,0,3,0,1,1,1,0,1,22.0,19.614975855747904,0,0,0,0,1,0,0,0,1
622,인천,2021,39,6.238095238095239,2.43333333333333,2.766666666666662,10.0,2.4285714285714284,0.009571428571428573,0.8285714285714285,0.07942857142857143,0.051,49.142857142857146,29.857142857142858,0,0,0,2,1,2,0,2,94.0,31.88196888116335,0,0,0,0,1,0,0,0,1
623,광주,2021,40,8.957142857142857,3.900000000000002,5.299999999999997,5.4,1.2571428571428573,0.012857142857142857,1.0571428571428572,0.06814285714285714,0.036,62.285714285714285,34.57142857142857,0,1,0,1,2,3,0,0,34.0,23.584725699235094,0,0,0,0,1,0,0,0,1
624,대구,2021,40,9.542857142857144,3.599999999999998,3.099999999999998,4.7,1.8142857142857143,0.005857142857142858,0.7142857142857143,0.06585714285714286,0.05,51.857142857142854,31.428571428571427,0,1,1,2,0,2,1,0,54.0,22.63759887180915,0,0,0,0,1,0,0,1,0
625,대전,2021,40,8.942857142857141,5.900000000000002,2.5,4.8,1.1714285714285713,0.004428571428571428,0.6428571428571429,0.047714285714285716,0.027,56.42857142857143,22.571428571428573,1,1,0,2,0,3,0,0,60.0,41.31517210179232,0,0,0,0,1,0,0,0,1
626,부산,2021,40,6.514285714285713,0.6000000000000014,2.400000000000002,9.6,3.0285714285714285,0.0074285714285714285,0.8142857142857143,0.06757142857142857,0.04757142857142858,74.42857142857143,48.714285714285715,0,2,1,2,0,2,0,0,54.0,16.117574722867257,0,0,0,0,1,0,0,1,0
627,서울,2021,40,5.214285714285715,4.100000000000001,2.5,6.2,2.442857142857143,0.010714285714285714,0.8285714285714285,0.06985714285714285,0.04814285714285715,81.14285714285714,34.714285714285715,0,3,0,1,1,2,0,0,215.0,22.60906983342268,0,0,0,0,1,0,0,0,1
628,울산,2021,40,8.028571428571428,4.0,2.0,4.9,1.8,0.015571428571428571,0.8857142857142858,0.06685714285714285,0.04285714285714286,67.85714285714286,45.42857142857143,0,1,0,0,4,0,0,2,25.0,22.289745290622616,0,0,0,0,1,0,0,0,1
629,인천,2021,40,4.795238095238097,3.700000000000003,2.0,8.7,2.757142857142857,0.005714285714285714,0.8714285714285713,0.05185714285714286,0.04171428571428572,50.57142857142857,24.857142857142858,0,2,1,0,3,0,1,0,47.0,15.940984440581675,0,0,0,1,0,0,0,0,1
630,광주,2021,41,7.314285714285715,5.5,1.5,6.2,1.7857142857142858,0.007428571428571429,0.9,0.05342857142857143,0.029714285714285714,47.857142857142854,24.142857142857142,0,6,0,0,0,0,0,1,33.0,22.89105729631641,0,0,0,1,0,0,0,0,1
631,대구,2021,41,8.271428571428572,4.399999999999999,1.5999999999999996,6.4,1.9857142857142858,0.005285714285714285,0.6285714285714287,0.05385714285714286,0.04385714285714286,44.57142857142857,28.428571428571427,0,0,2,1,0,1,3,0,74.0,31.02189475025698,0,0,0,1,0,0,0,1,0
632,대전,2021,41,7.885714285714285,7.600000000000001,3.3000000000000007,4.5,1.542857142857143,0.0041428571428571434,0.5714285714285714,0.047714285714285716,0.024999999999999998,38.285714285714285,21.285714285714285,1,2,0,1,1,0,1,1,51.0,35.11789628652347,0,0,0,1,0,0,0,1,0
633,부산,2021,41,7.3999999999999995,3.3000000000000007,0.6999999999999993,8.2,3.0285714285714285,0.006,0.7000000000000001,0.06042857142857143,0.04585714285714286,60.0,37.142857142857146,0,3,1,1,0,0,1,1,72.0,21.490099630489677,0,0,0,1,0,0,0,1,0
634,서울,2021,41,7.9,3.8999999999999986,3.200000000000001,7.1,2.6142857142857143,0.011857142857142858,0.6571428571428571,0.06042857142857143,0.03957142857142858,55.285714285714285,32.857142857142854,0,2,0,0,0,1,1,3,292.0,30.706271587718252,0,0,0,1,0,0,0,1,0
635,울산,2021,41,7.5,4.200000000000003,1.5999999999999979,5.1,2.2285714285714286,0.027285714285714285,1.042857142857143,0.057571428571428565,0.038142857142857145,41.857142857142854,28.0,2,0,1,0,0,0,0,4,19.0,16.940206420873185,0,0,0,1,0,0,0,0,1
636,인천,2021,41,7.3619047619047615,4.266666666666669,3.0333333333333368,8.6,3.1999999999999997,0.005857142857142858,0.6142857142857142,0.05657142857142857,0.03885714285714286,51.285714285714285,19.857142857142858,3,0,2,0,0,1,0,1,63.0,21.367702548013735,0,0,1,0,0,0,0,1,0
637,광주,2021,42,11.471428571428572,5.400000000000002,5.700000000000001,5.1,1.0,0.006714285714285714,0.8571428571428571,0.061000000000000006,0.05014285714285714,70.85714285714286,49.142857142857146,1,5,0,0,0,1,0,0,48.0,33.2960833400966,0,0,1,0,0,0,0,1,0
638,대구,2021,42,12.928571428571429,3.8000000000000007,4.8,6.8,1.2857142857142858,0.006714285714285714,0.9428571428571428,0.06085714285714285,0.059,72.57142857142857,50.142857142857146,0,1,0,1,0,1,2,2,80.0,33.53718351379133,0,0,1,0,0,0,0,1,0
639,대전,2021,42,13.728571428571428,4.799999999999999,5.4,3.7,0.9571428571428572,0.004428571428571428,0.5714285714285714,0.05914285714285715,0.03942857142857143,63.0,45.42857142857143,3,0,0,1,1,1,0,1,61.0,42.00375830348886,0,0,1,0,0,0,0,1,0
640,부산,2021,42,9.085714285714285,3.6999999999999993,4.200000000000001,6.3,2.3428571428571425,0.0071428571428571435,0.7999999999999999,0.06514285714285714,0.05828571428571429,92.42857142857143,51.57142857142857,0,2,1,1,0,1,1,1,71.0,21.191626024510654,0,0,1,0,0,0,0,1,0
641,서울,2021,42,11.5,5.300000000000001,4.3,5.4,1.842857142857143,0.011857142857142858,1.0571428571428572,0.06885714285714285,0.06914285714285714,78.42857142857143,47.285714285714285,0,0,0,0,2,2,1,2,290.0,30.495954659035245,0,0,1,0,0,0,0,1,0
642,울산,2021,42,10.214285714285714,4.4,2.3999999999999995,4.4,1.8285714285714287,0.020428571428571428,0.9857142857142858,0.05757142857142857,0.04328571428571428,53.42857142857143,30.714285714285715,0,1,0,0,0,0,0,6,22.0,19.614975855747904,0,0,1,0,0,0,0,1,0
643,인천,2021,42,8.88095238095238,4.633333333333331,3.0666666666666673,6.3,2.257142857142857,0.008428571428571428,0.9857142857142858,0.06,0.058857142857142865,76.14285714285714,45.285714285714285,0,0,0,0,0,1,0,6,81.0,27.472760418874802,0,0,1,0,0,0,0,1,0
644,광주,2021,43,11.6,4.700000000000003,3.0999999999999996,2.8,0.7142857142857143,0.009142857142857144,1.1285714285714286,0.06571428571428571,0.05542857142857143,77.42857142857143,53.57142857142857,0,5,0,0,0,0,0,2,32.0,22.197388893397733,0,0,1,0,0,0,0,1,0
645,대구,2021,43,13.200000000000001,3.8000000000000007,4.5,5.8,1.2142857142857142,0.005714285714285714,0.8142857142857143,0.06257142857142857,0.058857142857142865,87.0,53.142857142857146,0,0,3,0,0,1,1,2,71.0,29.764250368489805,0,0,1,0,0,0,0,1,0
646,대전,2021,43,13.185714285714285,3.1999999999999993,3.299999999999999,4.7,1.0,0.0041428571428571434,0.7714285714285715,0.05714285714285715,0.04442857142857143,68.71428571428571,44.857142857142854,2,2,0,1,0,1,0,1,72.0,49.578206522150786,0,0,1,0,0,0,0,1,0
647,부산,2021,43,9.142857142857142,2.3999999999999986,2.1000000000000014,7.6,2.371428571428571,0.007,1.0857142857142856,0.06871428571428571,0.07057142857142858,115.57142857142857,72.85714285714286,0,2,1,0,0,0,1,3,68.0,20.296205206573582,0,0,0,1,0,0,0,1,0
648,서울,2021,43,10.285714285714286,2.3000000000000007,3.4000000000000004,4.0,1.7714285714285716,0.011428571428571429,1.1142857142857143,0.07757142857142858,0.07242857142857143,88.57142857142857,52.285714285714285,0,2,0,1,0,1,2,1,290.0,30.495954659035245,0,0,1,0,0,0,0,1,0
649,울산,2021,43,10.1,2.3000000000000007,5.1,4.4,1.8,0.02114285714285714,1.0714285714285714,0.061,0.05585714285714286,72.71428571428571,39.857142857142854,1,0,0,0,0,0,1,5,21.0,18.723386044122996,0,0,1,0,0,0,0,1,0
650,인천,2021,43,8.2,1.1666666666666607,1.4666666666666668,5.7,2.0714285714285716,0.008,1.2714285714285716,0.07642857142857143,0.07342857142857143,87.71428571428571,61.285714285714285,0,0,0,2,0,1,1,3,75.0,25.43774112858778,0,0,1,0,0,0,0,1,0
651,광주,2021,44,10.942857142857141,2.6999999999999993,2.5,3.8,0.9571428571428572,0.015,1.8857142857142857,0.066,0.05957142857142857,89.57142857142857,63.0,0,3,0,0,1,1,0,2,36.0,24.97206250507245,0,0,1,0,0,0,0,1,0
652,대구,2021,44,12.814285714285715,1.3000000000000007,1.700000000000001,6.0,1.5285714285714285,0.005714285714285714,0.8714285714285716,0.0652857142857143,0.05728571428571429,91.57142857142857,56.42857142857143,0,2,1,0,0,0,2,2,78.0,32.69875392594655,0,0,1,0,0,0,0,1,0
653,대전,2021,44,12.171428571428569,1.6999999999999993,3.000000000000001,6.3,1.2714285714285716,0.0037142857142857147,0.7857142857142857,0.059428571428571435,0.04314285714285714,77.14285714285714,49.42857142857143,1,3,0,3,0,0,0,0,63.0,43.38093070688194,0,0,1,0,0,0,0,1,0
654,부산,2021,44,8.971428571428572,0.8999999999999986,2.1999999999999993,7.2,2.6285714285714286,0.0064285714285714285,1.1285714285714286,0.06742857142857142,0.07571428571428572,115.42857142857143,77.42857142857143,0,2,1,0,0,0,0,4,68.0,20.296205206573582,0,0,0,1,0,0,0,1,0
655,서울,2021,44,9.928571428571429,3.8999999999999986,1.1000000000000014,4.9,1.657142857142857,0.009999999999999998,1.6428571428571428,0.07185714285714286,0.07471428571428572,104.85714285714286,67.85714285714286,0,2,0,1,1,3,0,0,280.0,29.44437001562024,0,0,1,0,0,0,0,1,0
656,울산,2021,44,9.885714285714286,1.8000000000000007,3.1999999999999993,4.9,1.8714285714285714,0.027,1.2857142857142858,0.06142857142857143,0.05228571428571428,78.28571428571429,45.142857142857146,0,3,0,0,0,0,0,4,23.0,20.506565667372804,0,0,1,0,0,0,0,1,0
657,인천,2021,44,7.747619047619048,1.7666666666666693,2.033333333333335,6.1,2.1285714285714286,0.007571428571428571,1.3857142857142857,0.061142857142857145,0.07428571428571429,105.0,70.85714285714286,1,0,1,1,0,3,0,1,71.0,24.081061601729765,0,0,1,0,0,0,0,1,0
658,광주,2021,45,7.8999999999999995,3.9000000000000004,0.5,6.1,1.342857142857143,0.007,0.8142857142857143,0.04914285714285714,0.043,54.714285714285715,30.285714285714285,0,1,0,1,0,4,1,0,28.0,19.422715281723015,0,1,0,0,0,0,0,0,1
659,대구,2021,45,8.585714285714285,4.699999999999999,1.5,7.0,2.5714285714285716,0.007714285714285715,0.7428571428571428,0.046857142857142854,0.044,61.57142857142857,28.142857142857142,0,0,0,0,0,1,6,0,66.0,27.668176398877844,0,1,0,0,0,0,0,1,0
660,대전,2021,45,8.514285714285714,5.899999999999999,2.9,4.4,1.3142857142857143,0.003428571428571429,0.6285714285714287,0.045142857142857144,0.031857142857142855,39.285714285714285,25.571428571428573,0,0,0,0,0,3,0,4,55.0,37.872241093309626,0,1,0,0,0,0,0,0,1
661,부산,2021,45,8.27142857142857,3.3000000000000007,4.3,11.4,4.071428571428571,0.006,0.7714285714285715,0.050571428571428566,0.05671428571428572,60.0,32.857142857142854,0,0,0,0,0,7,0,0,55.0,16.41604832884628,0,0,1,0,0,0,0,1,0
662,서울,2021,45,8.27142857142857,4.800000000000001,7.3,9.3,2.4714285714285715,0.008285714285714287,1.457142857142857,0.06071428571428572,0.05642857142857143,60.57142857142857,33.42857142857143,0,0,0,0,2,3,2,0,282.0,29.65468694430324,0,1,0,0,0,0,0,1,0
663,울산,2021,45,10.271428571428572,4.200000000000001,2.3,6.1,1.8857142857142857,0.021,1.2428571428571427,0.054142857142857145,0.04185714285714286,50.857142857142854,29.142857142857142,0,0,0,1,1,2,3,0,19.0,16.940206420873185,0,1,0,0,0,0,0,1,0
664,인천,2021,45,8.99047619047619,5.033333333333333,5.733333333333333,8.4,3.3857142857142857,0.005571428571428572,1.042857142857143,0.04528571428571428,0.048571428571428564,52.57142857142857,34.714285714285715,0,0,0,1,0,1,1,4,63.0,21.367702548013735,0,1,0,0,0,0,0,1,0
665,광주,2021,46,10.957142857142857,1.3000000000000007,1.9000000000000004,2.4,0.5142857142857143,0.026,2.142857142857143,0.06385714285714286,0.06485714285714286,145.0,97.85714285714286,0,1,0,0,0,4,0,2,36.0,24.97206250507245,0,0,1,0,0,0,0,0,1
666,대구,2021,46,13.442857142857141,2.3000000000000007,2.5000000000000004,4.8,1.0857142857142856,0.007857142857142858,1.2571428571428573,0.06414285714285714,0.07171428571428572,128.57142857142858,78.71428571428571,0,0,1,0,0,2,4,0,75.0,31.44110954417937,0,0,1,0,0,0,0,1,0
667,대전,2021,46,11.471428571428572,1.8000000000000007,3.4,3.3,0.9142857142857144,0.004428571428571428,0.9857142857142858,0.05842857142857143,0.04871428571428571,116.57142857142857,73.71428571428571,0,1,0,1,1,3,0,1,57.0,39.24941349670271,0,0,1,0,0,0,0,1,0
668,부산,2021,46,9.285714285714286,2.5,1.5999999999999996,5.6,1.7428571428571427,0.008142857142857143,1.1,0.06857142857142857,0.078,155.42857142857142,112.85714285714286,0,0,0,2,0,3,1,1,63.0,18.803837176678467,0,0,1,0,0,0,0,1,0
669,서울,2021,46,8.314285714285715,3.6999999999999993,5.0,7.9,1.842857142857143,0.011428571428571429,1.4142857142857144,0.08142857142857142,0.07542857142857143,151.71428571428572,102.71428571428571,0,0,0,1,1,4,1,0,294.0,30.916588516401248,0,0,1,0,0,0,0,1,0
670,울산,2021,46,11.37142857142857,1.3999999999999986,4.6000000000000005,4.0,1.3285714285714287,0.03342857142857143,1.3,0.07085714285714285,0.06985714285714285,106.0,62.0,0,1,0,1,1,0,1,3,14.0,12.482257362748664,0,0,1,0,0,0,0,1,0
671,인천,2021,46,7.614285714285715,3.400000000000002,6.033333333333333,10.0,2.185714285714286,0.007571428571428571,1.5999999999999999,0.06157142857142857,0.06885714285714285,144.71428571428572,99.71428571428571,0,0,0,1,0,2,0,4,69.0,23.40272183830076,0,0,1,0,0,0,0,1,0
672,광주,2021,47,9.642857142857142,8.4,2.0999999999999996,4.3,1.0,0.010714285714285716,1.157142857142857,0.04885714285714286,0.053142857142857144,80.28571428571429,53.857142857142854,1,3,0,0,0,2,1,0,35.0,24.278394102153772,0,1,0,0,0,0,0,1,0
673,대구,2021,47,10.299999999999999,5.2,2.5,10.3,2.814285714285714,0.009285714285714286,1.0142857142857142,0.053,0.05614285714285715,77.14285714285714,44.285714285714285,0,0,0,0,0,0,6,1,48.0,20.1223101082748,0,1,0,0,0,0,0,1,0
674,대전,2021,47,11.657142857142857,8.600000000000001,4.0,6.2,1.4285714285714286,0.004285714285714286,0.7571428571428571,0.043,0.038571428571428576,68.42857142857143,42.714285714285715,3,1,0,1,0,2,0,0,53.0,36.49506868991655,0,1,0,0,0,0,0,1,0
675,부산,2021,47,8.942857142857143,3.1999999999999993,2.9000000000000004,9.6,3.357142857142857,0.007285714285714286,1.0,0.04942857142857143,0.06557142857142857,89.42857142857143,54.57142857142857,0,0,0,1,0,5,1,0,67.0,19.99773160059456,0,1,0,0,0,0,0,1,0
676,서울,2021,47,9.428571428571429,6.8,5.2,7.3,2.3857142857142857,0.011571428571428571,1.3,0.05728571428571428,0.06842857142857142,100.14285714285714,59.57142857142857,0,1,0,0,0,3,2,1,254.0,26.710249942741218,1,0,0,0,0,0,0,1,0
677,울산,2021,47,10.271428571428572,3.5999999999999996,2.2,5.5,2.0285714285714285,0.01757142857142857,1.2428571428571427,0.05042857142857143,0.050571428571428566,68.14285714285714,38.0,0,0,0,1,1,2,1,2,19.0,16.940206420873185,0,1,0,0,0,0,0,1,0
678,인천,2021,47,8.047619047619047,7.033333333333333,3.4666666666666663,10.1,3.5142857142857147,0.007285714285714286,1.2,0.04442857142857143,0.05814285714285715,85.0,59.714285714285715,1,0,1,0,0,1,0,4,71.0,24.081061601729765,1,0,0,0,0,0,0,1,0
679,광주,2021,48,8.571428571428571,3.9000000000000004,3.9000000000000004,4.8,1.157142857142857,0.012857142857142857,1.342857142857143,0.04171428571428571,0.048,68.14285714285714,45.57142857142857,0,4,0,0,0,3,0,0,35.0,24.278394102153772,0,1,0,0,0,0,0,1,0
680,대구,2021,48,9.885714285714286,3.0000000000000018,3.8,9.8,2.657142857142857,0.007,1.0857142857142856,0.04185714285714286,0.05542857142857143,62.285714285714285,39.142857142857146,0,0,0,0,0,1,6,0,54.0,22.63759887180915,1,0,0,0,0,0,0,1,0
681,대전,2021,48,9.700000000000001,6.9,4.3,5.6,1.5142857142857142,0.0037142857142857147,0.8142857142857143,0.03614285714285714,0.038571428571428576,54.857142857142854,39.142857142857146,3,2,0,0,1,1,0,0,54.0,37.18365489161309,1,0,0,0,0,0,0,1,0
682,부산,2021,48,9.142857142857142,3.700000000000001,4.3,11.8,3.1571428571428575,0.008571428571428572,1.0142857142857142,0.04414285714285714,0.06714285714285714,83.57142857142857,53.42857142857143,0,0,0,0,0,5,1,1,66.0,19.699257994615536,0,1,0,0,0,0,0,1,0
683,서울,2021,48,8.785714285714286,3.5,3.8,8.4,2.557142857142857,0.009857142857142858,1.2,0.051,0.06442857142857143,74.57142857142857,50.0,0,2,0,0,1,1,2,1,246.0,25.868982228009212,1,0,0,0,0,0,0,1,0
684,울산,2021,48,10.028571428571428,4.100000000000001,4.2,5.7,2.185714285714286,0.016428571428571428,1.2142857142857142,0.04414285714285714,0.05114285714285714,57.857142857142854,35.142857142857146,0,0,0,1,0,0,4,2,18.0,16.04861660924828,0,1,0,0,0,0,0,1,0
685,인천,2021,48,8.371428571428572,6.5,3.3999999999999986,12.4,4.0285714285714285,0.007428571428571429,1.2714285714285716,0.039,0.055714285714285716,73.14285714285714,52.57142857142857,2,0,0,1,0,1,0,3,68.0,23.063551956586252,1,0,0,0,0,0,0,1,0
686,광주,2021,49,10.171428571428573,3.1999999999999993,4.3,4.9,0.8571428571428571,0.012142857142857141,1.5,0.04971428571428571,0.061142857142857145,104.28571428571429,74.0,0,4,0,0,0,2,0,1,30.0,20.810052087560376,0,1,0,0,0,0,0,1,0
687,대구,2021,49,11.857142857142858,2.1999999999999993,2.4,7.9,1.4857142857142855,0.008857142857142857,1.3857142857142857,0.04057142857142857,0.06414285714285714,115.71428571428571,71.57142857142857,0,1,0,0,1,2,2,1,54.0,22.63759887180915,0,1,0,0,0,0,0,1,0
688,대전,2021,49,10.87142857142857,1.8000000000000007,3.3,5.7,0.9,0.004,1.0714285714285714,0.03142857142857143,0.047714285714285716,98.0,64.71428571428571,2,1,0,1,1,0,1,1,65.0,44.75810311027501,0,1,0,0,0,0,0,0,1
689,부산,2021,49,8.914285714285715,2.4999999999999982,3.9999999999999996,6.9,2.3285714285714287,0.0064285714285714285,1.1857142857142857,0.048999999999999995,0.07328571428571429,113.0,86.42857142857143,0,3,0,0,0,0,1,3,55.0,16.41604832884628,0,0,1,0,0,0,0,1,0
